TR:IB057:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.617886056060943,0.825001337406599,0.321371881323384,0,0,1,0.628631574888579,0.431036345248478,0.91477816598015,0,0.271237971991386,0.696001045942704,0.745458109856638,0,0,0.920040884780875,0.703741968347633
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.606136331533751,0.465434269788241,0.84893002137935,0,0,0.37360429303398,0.5,0.5,0.540569698290936,0,0.737044268081212,0.250234903400239,0.382493706940744,0,0,0.661837773111328,0.0816742275008282
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.515775090758669,0.503687497032093,0.6998397603836,0,0,0.933771822005476,0.0350444793168311,0.492897642288875,0,0,0.678500176247985,0.191823748933969,0.215118441731521,0,0,0,1
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.686308668069968,0.5,0.491283578217605,0,0,0.667399201749548,0.156754733637396,0.247642934105353,0,0,0.5,0.546961175477528,0.550878819825949,0,0,0.623886763680329,1
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0.513188815091077,0,0,0.461550271351612,0.0792590642647771,0.538809519884522,0,0,0.47524603517574,0.57401236194481,0.563209018683209,0,0,0.47628367053589,0.561323560939732
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.440071237491703,0,0.416304795193453,0,0,0.5,0.0262326377527352,0.300800025077178,0.993342466791177,0,0.82827857938763,0.298316641710524,0.371513811867029,0,0,0.978055674461399,1
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.546612860006833,0,0.695796009046326,0,0,0.23063520570543,0.296404840559407,0.68338288887095,0.931640695834976,0,0.711936947739791,0.238395625234265,0.138723460894553,0,0,0.488291903837357,1
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.766337318065272,0.683290205717679,0.370981502356873,0,0,0.0349517848817487,0.629154555859503,0,0.5,0,0.185928062836009,0,0,0,0,0,0.072277048660179
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.18582155822019,0.746994117100175,0.0427712737469832,0,0,0.87599305416076,0.61194625350148,0.898529159025583,0.114833975789779,0,0.317879254798078,0.605034756708342,0.670935560416968,0,0,0.5,0.0960497319856043
