TR:IB023:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.817636582560934,0.721164469420089,0.785987317208518,0.926473397913052,0,0,0.870950992802043,0.613602356067534,0.632455960847406,0,0.785070175201227,0.933730371116717,0.931842632050574,0,1,0.766577737618239,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.541387652203906,0.272333100162124,0.497270411326579,0.822665876788101,0,0,0,0,0.321502810655346,0,0.5,0.613522453888704,0.491004811941207,0,0.558148994679719,0.281532328761889,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.548634599797097,0.30438508704279,0.670339428139056,0.869474728601029,0,0,0.5,0.671856596243733,0.141681673986012,0,0.802206188142735,0,0,0,0.33431702835043,1,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.67976156948273,0.32535751182108,0.621636153609616,0.9133797162012,0,0,0.228187609306194,0.397665249965926,0.695850796152913,0,0.682983231409828,0,0,0,0.5,1,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.766014001164494,0,0.708822476397784,0.947885404090253,0,0,0,0,0,0,0.0675092633794892,0.460816559449384,0.50883623353139,0,0.0588171486320936,0.220820153985616,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.789330294006246,0.642562826688622,0.784538005491139,0.943622909535342,0,0,0.283018507061536,0,0.9947353260948,0,0.974383740646188,0.344624414140278,0.0213686360676952,0,0.133303477625787,1,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.749376481760607,0.0165161589482336,0.703188537947717,0.940312682013964,0,0,0.895515026633213,0,0.981918159701258,0,0.767473609596347,0,0,0,0.295461288107296,0.202269782277085,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.576085907128602,0.482349613037605,0.502714768381196,0.584549601260716,0,0,0.818073457123264,0.630761411417388,0.641325313996433,0,0.584525544129517,NA,NA,0,0.712350421209082,1,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.343086930611891,0.5,0.0587502156807673,0.40233248127403,0,0,0.471629431504949,0.5,0.5,0,0.5,0.361583194335188,0.278603376833713,0,1,0.296530330095672,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.308608163373274,0,0.450696338638994,0,0,0.368589466958732,0.357728149140255,0.231382647041986,0,0.473097997956027,0,0,0,0.119562345763882,0.890898742578789,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.232492171674272,0,0.96875380902986,0.283561054031101,0,0,0,0,0.98241786553115,0,0.994953112180074,0.536339679862498,0.706943287650514,0,0.104917579909797,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.287825043794256,0.699859826722717,0,0,0,0,0,0,0.116445961071955,0,0.678561919662274,0.446952106457641,0.463070167423933,0,1,0.0927980370717034,0
