TR:IB030:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.222010461448859,0.196201473144109,0.312531618475893,0.337331238893205,0.190377140115977,0.199616785380872,0.360203041859914,0.345223783468599,0.195306814127999,0.275607567883187,0.232733621022156,0.116980328678911,0.0529497065135947,0.246159853116438,0.488293676914665,0.320154996305565
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.152917123345247,0.105259314144701,0.0844312750950241,0.173766570410731,0.0989631861149129,0.0920274259124866,0.153730726163373,0.199572053550813,0.0799833332259886,0.13055855030521,0.121855187531937,0.0731431852536467,0.0251234972812854,0.124218181109827,0.241868275921053,0.0942612867879965
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.219755930955375,0.291920519248958,0.278029768905218,0.386128446193965,0.299978122867816,0.178181956071527,0.218305953561043,0.340009622468205,0.136719995161837,0.142359040117576,0.250251393009242,0.23138340785201,0.117165725077716,0.0779608225337979,0.245742917054226,0.153577569855336
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,0.996659829438879,1,1,1,1,0.872301433300039,0.810950948207666,0.815549948783564,NA,NA,0.509671202923431,0.885758483894386,1,0.886785394668232
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0.162605880913742,0.5,1,0.5,NA,1,1,1,1,1,NA,0.102200080942342,0.775744654004754,0.268806925391628,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.353893792991814,0.336690369711132,0.370410247920742,0.44219643100105,0.29258849266595,0.31439011136095,0.334012955218469,0.267913559168732,0.159675361941159,0.262354140539841,0.336555468899115,1,0.437919910242953,0.343572808777437,0.363037720194763,0.19923746295835
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.268715935424703,0.196547447147215,0.180561909208695,0.230051345026592,0.151285564371363,0.13294158217381,0.189732863011794,0.295381584076945,0.0744498749124111,0.137376455113528,0.211678620946632,0.126949185910691,0.172789924168534,0.156403713186693,0.289277653818803,0.180968745104781
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.13331402503145,0.176853020542432,0.1883172654255,0.222242153231772,0.149325268553086,0.105409571734036,0.174833416942891,0.282950236324959,0.0934440102957153,0.146414227990103,0.195387354497786,0.161917389937298,0.0550493459740101,0.145144227102461,0.161656655624843,0.117023597785416
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.5,1,0.818212506778921,0.73520104602572,0.693323480663079,0.519934802889957,0.583955253964521,0.627344160624899,0.512466685244313,0.5,0.802381809874738,0.836150406905036,1,0.67166939607505,0.74849341154467,0.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.726252504159967,1,0.781003846464922,0.867378330614806,0.869526105796269,1,0.815025948013308,0.707276451007499,0.737215612884669,0.52513141165061,1,1,1,0.434856435315421,1,0.730941973143715
