TR:IB003:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.85033164269502,0.784445782483109,0,0,0.824050537058985,0.794107817286523,0.691240249290842,0.5,0.728783769092198,0,0,0.895130744491077,0.912023804947074,0.618017732083495,0,0.793216593664934,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.554266331586508,0.773542298999304,0,0,0.5,0.531182150471791,0.119433462471544,0.512404117042005,0.497282314472655,0,0,0.613192320686079,0.584141035981115,0.624109882120729,0,0.778210413602453,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.521708401326776,0.492340213001422,0,0,0.315462591977777,0.539797159929266,0.23226030705481,0.42503916971779,0.188051718475408,0,0,0.170803839801774,0,0.567018093051247,0,0.57691461284439,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.718275357299884,0.660843420131715,0,0,0.0591240143925417,0.346095827625661,0.5,0.368461275979723,0.5,0,0,0.0474501901053648,0,0.502282111987742,0,0.761408585773467,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.712709656511629,0.725321238847215,0,0,0.345822721986227,0.328710721829664,0.0927331712736288,0.448097635509803,0.679186837005244,0,0,0.537313979223531,0.320274366727718,0.56041023595435,0,0.785527062247692,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.528737035774398,0.634703403000176,0,0,0.408572551715341,0.300787646297798,0.592341822955482,0.588266576812777,0.994513413285655,0,0,0.5,0.204647020736429,0.494845851628279,0,0.969990559490052,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.691416609384155,0,0,0.552446494519575,0.356853332319021,0,0.598339593614865,0.818205317458638,0,0,0.589345983200884,0.214247615784111,0.566553733985412,0,0.461071699743008,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.965574000970594,0.63811593044633,0,0,0,0,0.901739248814299,0.141351845977003,0.800308937489881,0,0,0,0,0,0,0.184023523585725,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.46325127610273,0.663930674590951,0,0,0.748021942614533,0.741116857274734,0.741105097887433,0.598339593614865,0.371198781388226,0,0,0.647613881261459,0.76626059592585,0.510077719539268,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.546890364464557,0.5,0,0,0,0.0929265764095993,0,0.272343002069999,0,0,0,0,0,0.526307395796929,0,0.533204381155184,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.261527243832885,0.437963046354073,0,0,0.336039689666882,0.5,0.536752952456731,0.323027831827087,0.956834123410142,0,0,0.385198440327169,0.408813026344614,0.365673865579187,0,0.184023523585725,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.299522054999541,0,0,0.937050648864106,0.891238212255002,0.427937157596156,0.185634559689393,0,0,0,0.69943855263456,0.592258574110466,0.156751993745879,0,0.5,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.455005705668504,0.336209998145286,0,0,0.772167573079495,0.68698528699523,0.957553472360761,0.823216712989338,0,0,0,0.766357780818284,0.931836099551018,0,0,0.802572874059459,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.898872299051015,0,0,0,0.934051278235462,0,0.960182739764157,0.825979869637259,0.82441990634241,0,0,0.275142618561982,0.588114748144692,0,0,0.528275786944666,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.749843489979505,0.598125424094311,0,0,0.96149667456655,0.814720950368628,0.968737636170421,0.699505432454962,0.630712566977227,0,0,0.900651342452971,0.910143225523691,0.463759473507904,0,0.262569210648419,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.275683702564524,0,0,0.772874884873075,0.431485153901777,0.493764380475363,0.438800642738385,0,0,0,0.335273783971806,0.868871703641628,0,0,0.781510323980563,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.695467583401298,0,0,0.783742666861254,0.732753700481661,0.554482538067154,0.507139447553023,0.59543945917081,0,0,0.60009081795558,0.802725382960829,0.56041023595435,0,0.338808561537162,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.203246238000079,0,0,0.0374420181937762,0.683543385583005,0.536331081554853,0.671267423771028,0.560261992674413,0,0,0.197775297279999,0.5,0.574370924007679,0,0.35619464038311,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0.0518011814024745,0,0,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0,0.593241013518728,0.815433181910298,0.448568266272281,0.65103803562643,0,0,0,0.632218975716702,0.659603169017027,0.5,0,0,0
