TR:IB014:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.761063033063237,0.86200763416147,0.792564438986543,0.5,0.817623180029208,0,0.524803098953927,0.652461405735101,0,0,0.884472059781509,0.736045701325058,0.9179188141344,0,0.622947316665764,0,0.82697436285027
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.514356048916635,0.280677185314441,0.620147390127723,0.38087368427258,0.66085874452191,0,0.51257022493952,0.5,0,0,0.761548746711107,0.5,0.5,0,0.720404468187014,0,0.52044827767617
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.382665331376682,0.650272747722702,0.627730966404117,0.476143056522235,0.434340989627689,0,0.446330906963587,0.571411601426002,0,0,0.806607664908709,0,0,0,0,0,0.923277890498473
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1679368069954,0,0.242107834315508,0.419637474040805,0.000642766333462366,0,0,0.0361768590400519,0,0,0.333910604399747,0,0,0,0.403490826877486,0,0.5
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.658038352143312,0.749820413913147,0.539448998109909,0.649544443647848,0.742121681224961,0,0.581036367702288,0.0740406226796528,0,0,0.790019199964209,0.563678944171709,0.67544371587877,0,0.56215260507935,0,0.73043000198925
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.662821545428478,0.789300235992875,0.521962815863196,0.713908168723338,0.654402644783505,0,0.5,0.0586205921204988,0,0,0.856220091108887,0,0.134193767009533,0,0.743576037964852,0,0.252177746373112
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.46961536985521,0.290743157839676,0.640544029750682,0.478679087681825,0,0.625433714049848,0.43155442590033,0,0,0.356802174447567,0.5,0.0750738822983629,0,0.217108181356022,0,0.615488281605101
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.672511390316424,0.758320902554826,0.741411840140666,0,0,0,0.838499036060043,0,0,0,0.874076573352002,0,0,0,0.715022184799271,0,0.742664537103013
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.528504845095182,0.251073654241419,0.842854720424213,0.46115274030676,0,0.273368660933859,0.875564484864021,0,0,0.0133379361000773,0.631480148810029,0.717122534613512,0,0.247984122763261,0,0.681665790649898
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.265907780495167,0.927663085668408,0,0,0,0,0,0,0,0,0.94968858584071,0,0,0,0.653918161457785,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.779955594193469,0,0.897874762782311,0.597617352325137,0.744378922854005,0,0.109931075261375,0,0,0,0.978066737047417,0,0.352405191950893,0,0.578524566312295,0,0.805577785117953
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.676980902864972,0.437344182541274,0.610775117647826,0.84150006796585,0.85315992995986,0,0.638803280493449,0.563216785934165,0,0,0.644790317016961,0.819488730066266,0.779832159482294,0,0.460606491550873,0,0.719466264122633
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.645226000373019,0.982353931454299,0.23491945809257,0.744677556593824,0.672963377633047,0,0.941990332867405,0.912459539752552,0,0,0,0.960445095160769,0.97783029362432,0,0.695902466647949,0,0.366495382525787
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.29577135338822,0.821586140962172,NA,0,0.848439074175669,0,0.995583362296136,0.947877927096761,0,0,0.88680536772188,0.936570540949521,0.978779564173416,0,0.714109846250087,0,0.282563138984016
